GeneName,RNA_CDK8i_1,RNA_CDK8i_2,RNA_CDK8i_3,RNA_M12e2_1,RNA_M12e2_2,RNA_M12e2_3,RNA_M12WT_1,RNA_M12WT_2,RNA_M12WT_3,RNA_Veh_1,RNA_Veh_2,RNA_Veh_3
ENSG00000155621,1.561445212,1.819819928,1.793547467,2.232301115,2.579338808,2.32810401,2.332347365,2.380934665,2.571710683,1.546354627,1.81587572,1.842954038
ENSG00000236060,31.6563218,30.28730803,28.75580699,20.29502642,17.10193576,6.925114755,5.681669192,12.19493347,10.49402879,32.24610444,34.2130211,30.80535846
ENSG00000224820,1.120500295,1.359874456,3.825911971,0.604087117,0.465507236,0.877095548,0.150687108,0.538391741,0.687956817,0.697507625,0.915207252,1.237933051
ENSG00000119125,14.94142624,17.11437159,18.02957374,15.87540254,21.26912489,21.75495894,12.47902721,11.24085336,11.74320804,9.661782119,11.07937492,11.74527874
ENSG00000235523,0.938923377,0.345305148,1.269207237,1.967257389,1.170215559,0.901999231,0.413241654,0.210925138,0.419253462,0.434734669,0.334646419,0.073801862
ENSG00000225434,0.200577758,0.294141546,0.273394193,0.167272902,0.203114935,0.176632342,0.257939792,0.263313176,0.230904953,0.16600568,0.25803036,0.292655309
ENSG00000107372,12.42581696,12.79193062,13.26020055,19.14657966,21.05851949,22.75280825,21.10483328,21.40437849,21.26190672,15.26075599,14.89786412,15.19356269
ENSG00000236862,5.37747025,3.176807362,3.892235528,4.245134365,9.361724471,7.516660258,5.785383162,4.218502762,6.393615293,3.477877353,4.601388261,3.32108379
ENSG00000135046,86.1988028,95.44414477,100.1354143,95.07965012,111.8954981,103.1940604,136.8821076,129.5833223,139.6283853,84.32945175,99.02177266,105.2731054
ENSG00000119121,0.265435625,0.257712829,0.184187886,0.225386224,0.23571097,0.268809433,0.273076778,0.311561435,0.27297522,0.267001142,0.211383607,0.206553031
ENSG00000270954,0.511856447,0.082827348,0.304441072,0.993432303,0.893124348,0.480799885,1.61075007,0.758910048,1.759889532,0.208557097,0.60203002,0.26553959
ENSG00000135045,5.588055831,4.853355116,4.988106255,4.401178326,5.594788838,4.229055459,7.148086143,6.069921502,6.829309184,5.867516868,5.74964109,5.919277232
ENSG00000156017,9.772172308,10.37801514,11.44962586,8.845830457,11.62960269,12.61990189,12.51528346,12.78425955,12.76301665,9.048686223,9.971192936,10.52984475
ENSG00000229587,0.321934786,0.29768396,0.273542575,0.613666857,0.515879288,0.540002856,0.389649873,0.511414756,0.225896268,0.421627743,0.270464233,0.278354187
ENSG00000106733,0.741443597,0.645046098,0.663862704,1.083136798,1.003580607,1.170122619,1.080736518,0.994895402,0.959401615,0.933920299,0.789233058,0.896124549
ENSG00000134996,15.11486087,17.59726346,17.46123805,14.14068787,16.59626822,15.36080907,18.94441982,18.040176,18.12993097,15.77720999,18.38671491,18.94665573
ENSG00000099139,0.848863859,0.865374654,0.851093111,0.864942918,0.882650084,1.045110605,0.915864503,0.815079148,0.747520178,0.768328942,0.763068904,0.773795532
ENSG00000135002,15.56186184,17.00223053,17.21488489,18.54915169,22.21845506,21.81823251,24.28940541,23.54826563,24.16454974,12.69438689,14.76205455,15.16634927
ENSG00000234618,42.09131596,45.36998559,46.09356674,92.60288158,100.0761925,90.73568265,87.94578176,89.13475435,72.22384488,44.4307644,49.86024373,48.51450171
ENSG00000187210,1.722183176,1.836050967,1.938279523,1.638925563,2.075269638,2.374028305,2.216859323,2.445259653,2.202375266,1.618579527,1.748601165,1.75230711
ENSG00000241781,79.46706036,25.36841821,21.97138751,16.39381157,11.45392805,3.173700998,13.08598572,12.69066248,5.974361831,68.28232535,68.35153108,32.71882549
ENSG00000106772,0.01873683,0.018528569,0.01238251,0.015152175,0.005189426,0.019555539,0.035276727,0.041156125,0.025564235,0.006361971,0.008162108,0.012600318
ENSG00000197969,4.815221854,4.893375401,4.608457375,4.258592086,4.78818309,7.147898771,7.144711056,7.717702343,7.003220538,5.295027801,4.725579928,4.891576889
ENSG00000228248,7.703439525,8.050645649,7.715942679,5.742957116,3.100350928,3.674550686,5.730230467,6.345331238,5.912128895,5.640003058,8.415616684,6.799380921
ENSG00000156052,6.301774809,7.011621408,6.79999722,8.315443408,10.21950047,11.31369297,8.529487445,8.616767709,8.732191565,6.004590348,6.324546642,6.219740092
ENSG00000233947,0.616275162,1.15679987,0.85527645,0.627948558,0.368681731,0.405218143,0.537048854,0.395948669,0.544861799,1.506616469,0.845651501,1.04438491
ENSG00000234819,19.16149663,23.77875711,21.04821997,14.29154632,13.71583821,12.16140887,20.84135668,21.43548872,24.16520584,18.72720051,29.18665144,25.97081322
ENSG00000148019,4.851208172,5.073043787,5.528208733,5.895057041,7.258167423,8.236632909,6.360035193,6.20874417,6.618619032,4.598302616,4.618114754,4.762423101
ENSG00000135069,96.51128165,86.62052234,93.53539138,117.8906863,137.3990988,137.3127556,113.879475,105.8985903,110.936181,66.62026663,77.21621989,80.81631073
ENSG00000186940,59.26242512,30.12499662,21.30152813,6.557524628,3.116142189,0.555397675,2.12647268,2.838700817,1.908476696,69.65898514,51.92596935,41.95020839
ENSG00000106829,0.068687015,0.052486382,0.041610088,0.041659568,0.033291694,0.022402595,0.009237166,0.023573986,0.028114644,0.031096315,0.06358282,0.046191283
ENSG00000225901,0.033097485,0.107115066,0.065618878,0.36133299,0.371255771,0.233169869,0.28041398,0.327149194,0.081283834,0,0.097320642,0
ENSG00000196781,3.837587892,3.323459992,3.256286643,4.959846441,4.986459239,4.57967771,2.478228564,2.685060671,2.398593835,3.608386366,3.502822375,3.187756048
ENSG00000230360,1.072705427,0.753462702,1.063369726,0.700656706,1.101884477,0.927342319,0.97018517,0.684538412,0.998774338,0.864546558,1.097618491,0.764416761
ENSG00000235377,0.279807111,0.537672647,0.416057946,0.593973286,0.305142371,0.410671866,0.21166322,0.734646749,0.515381951,0.320647659,0.377094475,0.423376402
ENSG00000228430,0.43652824,0.609425219,0.670305948,0.560668356,0.928105052,0.733653881,0.890937528,0.539353155,0.472970312,0.514411873,0.478195789,0.636459058
ENSG00000165105,0.023171724,0.022497547,0.009188025,0.089945292,0.098191292,0.119711868,0.011218246,0.045807776,0.011381448,0.03776549,0.022711565,0.020034947
ENSG00000172159,0.159857572,0.164613006,0.148862319,0.293805144,0.289798562,0.466400832,0.128987786,0.167586173,0.178451304,0.098688392,0.090211436,0.087956597
ENSG00000148057,0.587517716,0.650483516,0.582404579,1.219048106,1.329603583,0.925835304,0.842086136,0.840525563,0.949263044,0.677208858,0.40915688,0.48124887
ENSG00000135018,34.35537031,39.69278067,38.91482956,38.3967622,43.85984716,48.05046633,49.13284757,47.64214135,48.25267442,33.94579576,38.67634727,38.23608415
ENSG00000254473,1.1412503,1.121236875,1.077445768,2.63688821,2.64156884,2.935253621,1.907507443,2.249403137,2.202189811,0.802687346,1.438182825,1.574114318
ENSG00000165113,1.02985941,1.224061301,1.273862123,1.835175925,2.033238128,1.808474517,2.117909313,1.644043231,2.227059261,1.401823221,1.17913126,1.402650118
ENSG00000165115,0.477124047,0.478879088,0.419088813,0.402936882,0.6774581,0.900604529,0.533621978,0.507427508,0.556217536,0.50446945,0.319658825,0.464755003
ENSG00000165119,98.91264197,115.7028276,116.4135502,106.2280805,115.4515773,123.4845662,130.9960003,127.184972,127.9149677,103.7407206,118.685256,120.6099338
ENSG00000178966,10.94271056,12.36943565,12.81815976,13.17776038,15.63362797,17.90934966,16.4277124,15.82438301,16.47227463,11.36162862,12.48423161,13.12729289
ENSG00000270166,3.261310164,2.001761668,2.564045667,3.001144483,3.223722557,1.848622917,1.497246907,2.362130607,2.209496346,3.207516814,3.306770728,2.722588398
ENSG00000135049,5.335310485,4.826663891,4.892984958,6.46430101,7.652871087,8.565136435,7.205242322,7.517251466,7.363701409,5.561839352,5.149847854,4.812694448
ENSG00000234424,0.297238824,0.384787627,0.471443151,0.360558428,0.395157268,0.814345143,0.623582985,0.61208983,0.486657555,0.242221297,0.369025689,0.291268185
ENSG00000165121,1.488587348,1.505497083,1.25428741,1.354271391,2.110383801,2.840232415,1.441354949,1.770255454,1.782206971,1.099332669,1.057793889,1.110103008
ENSG00000213711,23.05353646,24.13470881,28.66932292,9.734782262,12.7857224,8.978376729,11.63752465,10.9445271,11.71385931,19.66560195,22.81834297,25.20233855
ENSG00000231741,0.818621639,1.018979497,1.206842013,2.164251146,2.877709924,2.16883981,3.251885281,3.241824542,2.886794273,0.577296842,0.596630341,0.762250567
ENSG00000135040,13.37152919,14.78332804,14.78201736,16.05575956,20.00907614,21.3444249,19.41063922,18.38246468,18.49793254,11.72410509,12.73271721,13.22245186
ENSG00000135052,40.68464305,42.9299055,46.61575604,53.00719961,61.88425484,57.93275151,40.25540421,40.34749246,42.3874362,33.44922283,37.25107561,40.39484679
ENSG00000135070,9.61223557,10.98397424,11.45109559,13.85254538,16.01647835,15.87374116,14.26624328,13.55144068,13.20212883,7.767843849,9.089157264,9.784372613
ENSG00000083223,5.072072304,5.319264402,5.068918876,5.327756554,6.206994502,8.070011376,7.028620094,6.613070725,7.311400314,5.363123334,5.164978335,5.461964999
ENSG00000214908,28.401885,36.23579099,30.83414232,86.5088826,70.58936651,66.69654712,95.12505007,82.20672049,75.0624948,28.29565343,29.34591674,31.13681634
ENSG00000269994,0.107204924,0.086738182,0.075908518,0.092887402,0.133613533,0.107893215,0.111217871,0.208147049,0.188059766,0.124802557,0.090065127,0.026483571
ENSG00000231007,25.67813175,24.59861793,24.15137786,29.47869621,25.52608929,20.59858896,29.41337011,31.77741884,26.88993878,32.99908572,31.95354599,28.72058501
ENSG00000224887,0.777340013,0.628936218,0.770574862,1.320107128,1.123840628,0.839701717,1.317181711,0.960443679,1.030893918,0.950186976,0.731426986,0.833417394
ENSG00000196730,1.416842807,1.185209367,1.074638795,1.202650893,1.009065452,1.095637058,0.776461377,0.805352662,0.817245517,1.156688496,1.015470438,1.041138692
ENSG00000219928,1668.901473,1606.905289,1460.92172,603.4166327,426.8621095,383.84272,576.5730434,507.4076945,619.5367438,1602.042728,1651.38103,1663.3171
ENSG00000135047,26.56807545,28.31347512,28.80270741,24.12343137,29.28209719,24.57378172,31.0844704,31.15273358,33.05594705,26.8508007,26.58936234,28.10634428
ENSG00000238110,4.243070968,3.632997933,2.572689857,2.94825606,2.002365685,1.692923393,1.894668789,2.392223809,2.377497823,3.986423924,4.078055843,3.098790214
ENSG00000156345,1.006141569,0.883708649,0.928048232,0.841932575,0.717524904,0.536985554,0.61214171,0.757849933,0.673902173,1.216710524,1.123274275,1.00950174
ENSG00000217716,216.5695711,211.3081572,173.0092183,319.6793256,268.985912,192.2530412,289.4519381,277.9100945,279.3397128,199.954539,214.2251922,194.694989
ENSG00000204429,0.954232509,1.029410341,1.064168855,1.929181439,1.833497856,1.914048834,0.818085172,1.179003482,1.074100321,0.688507526,0.896312651,1.650114406
ENSG00000226327,1.912817941,2.419942128,1.965122447,1.603114937,2.167288204,1.8784298,2.357249799,2.664179707,2.306130639,2.444425705,2.420237688,2.315429298
ENSG00000106723,15.80192723,16.73230413,17.45462144,21.99012639,22.77376213,28.28740237,23.40617886,22.14280425,23.5156912,18.15308305,19.64287311,20.10926523
ENSG00000148082,0.048240717,0.048788712,0.02391044,0.160922424,0.090186333,0.084963267,0.043790676,0.089405841,0.118473972,0.159703311,0.023641361,0.05213791
ENSG00000224945,0.178114209,0.168128345,0.264846135,0.288076226,0.480979297,0.627402163,0.395227025,0.550173229,0.364524325,0.302387699,0.378250396,0.231004094
ENSG00000123975,235.4512935,281.2773493,259.2637713,226.4624549,211.6311323,189.4000557,335.0471316,340.5362268,355.1675267,246.5456192,306.4033258,319.8400535
ENSG00000265112,2.254665227,3.34440669,2.980057318,2.279139657,2.810074169,3.088552922,2.274088983,1.392877589,2.307172252,6.89001434,5.524726704,2.274357381
ENSG00000187742,6.573056333,6.687819896,6.696760583,6.721379042,7.50988711,8.164834365,7.37675175,7.406018181,7.592252934,6.035260755,6.220474818,6.591923833
ENSG00000187764,1.771355868,1.785315405,1.503550459,1.517816876,1.290993585,1.515173269,1.277408458,1.384680334,1.215827637,1.733424669,1.708451504,1.779927873
ENSG00000231799,15.36826532,18.12029872,18.1181012,12.70910726,15.36815556,14.56879887,17.60376651,15.93489198,18.42885157,14.57948268,15.64339213,15.35781604
ENSG00000185074,0.139114032,0.253249758,0.620564983,0.295310646,0.173383056,0.163341722,0.673499942,0.300794483,0.341648984,0.354264595,0.204527129,0.150352552
ENSG00000165025,1.922163413,1.985869127,2.239618892,0.308493145,0.361192515,0.30555248,1.925599032,1.89994563,2.178749996,1.457938202,1.623131479,2.076169617
ENSG00000273381,0.156870041,0.108789956,0.103669873,0.063429147,0.102411592,0.026312866,0.108494718,0.156902736,0.155936878,0.144574308,0.161076476,0.206680996
ENSG00000148090,6.155834951,6.388984925,5.919421748,5.523481744,6.451010772,6.469933213,7.938978208,8.58863016,7.884607963,6.282265642,7.287761451,6.678060741
ENSG00000165030,8.157887036,8.166855943,9.05380004,10.18256198,13.15141666,12.54593687,12.23492593,11.08378723,13.3747384,8.490524466,9.067794442,9.749739221
ENSG00000169071,3.850395692,3.64666689,3.680381032,3.61058343,2.838409969,2.835711115,1.93590717,2.192182157,2.139666312,3.08591376,3.555905798,3.054405113
ENSG00000090054,21.10127502,22.64102987,22.38729364,22.19376105,24.55652476,27.89178231,26.45726597,27.03964553,27.5765741,21.09970098,23.64627332,24.07145177
ENSG00000225511,0.047921863,0.090470307,0.047504802,0.087195701,0.069681293,0.046889828,0.067668589,0.049341611,0.009807575,0.130172496,0.062626935,0.055246184
ENSG00000196305,64.16722603,69.65934391,72.64740324,58.28142886,69.37274892,75.15174733,85.16738244,80.84574441,80.62415149,56.04517588,64.23552934,64.95565032
ENSG00000198000,6.441207626,7.66251669,8.512269608,6.996755052,10.19221622,10.43279352,10.03670415,10.08038098,9.863333212,5.879376272,6.78566648,7.335278463
ENSG00000188312,0.695733606,0.703000076,0.642867902,0.798118011,1.020139989,0.938881141,0.94495042,0.875173393,1.001220357,0.718315984,0.647975711,0.838361405
ENSG00000127080,6.2987473,7.407884947,6.959379888,6.157294757,6.333817969,5.43473258,6.201404559,6.021063439,6.057242706,6.282429302,6.828445281,7.111879431
ENSG00000185963,9.392275108,9.236157841,9.733524697,6.438046469,7.929448956,7.301339383,6.325130644,6.569446718,5.881404591,8.824931149,8.843918094,8.684608561
ENSG00000187984,11.78388374,10.67626807,9.556508886,8.117356581,9.304616133,9.39187187,8.871339185,9.766685611,8.037445947,11.1939678,8.926298623,7.612134909
ENSG00000226721,36.44284321,25.90697955,36.74166754,31.12607242,26.33180611,19.57077968,29.15473795,30.34919994,27.91815268,35.55799545,39.44510686,33.56382617
ENSG00000127081,1.896646137,2.138192332,1.72865927,2.333392223,2.643939874,3.841770613,2.980993656,2.443359753,2.969171851,1.986920057,2.026377784,2.051812327
ENSG00000127084,1.129752981,1.161114936,1.195591121,1.111151159,0.900646948,0.609476386,0.732966484,0.779674061,0.818617484,1.026390245,1.157196816,1.020818092
ENSG00000157303,8.198837565,6.613537344,6.875212623,4.567073423,2.994551171,2.152197879,2.608255756,2.815613218,3.71076386,7.594646925,7.380513787,5.846780471
ENSG00000165233,10.01122099,8.496456758,8.972332586,6.393426885,4.001231866,2.125483492,4.018811974,4.189030749,4.200086896,11.63418268,12.10622251,10.27304672
ENSG00000131669,13.06791931,11.6746523,11.14314106,15.78114858,10.44226957,6.271415348,5.774537129,6.771867854,5.57276198,14.30707199,13.54976779,12.26479365
ENSG00000165238,1.979850498,1.375192534,1.557598151,0.679700992,0.654718751,0.581163856,0.59059459,0.700976886,0.613521119,1.809830929,1.347846898,1.209186304
ENSG00000204352,0.934559388,0.561704353,0.794079398,0.680186913,0.499189952,0.595687726,0.517089211,0.494869854,0.459035311,0.897572636,0.758971699,0.900395507
ENSG00000227603,0.401336936,0.360796406,0.088409805,0.486832147,0.611357188,0.418873417,0.593698484,0.110193885,0.438062228,0.363390369,0.218537188,0.231338398
ENSG00000188938,6.565643372,7.277419795,6.656423429,9.623524642,10.6730402,10.07438743,9.582131193,9.638348175,9.914943955,6.476856514,7.450924577,7.167735319
ENSG00000048828,28.32196571,28.43354094,29.31053429,23.96058022,26.58195617,26.78801998,23.99438164,24.68730435,24.34863611,28.95287611,29.75063311,30.83092004
ENSG00000197724,8.144703164,7.503036291,7.443053017,6.832589766,6.454743899,6.40575843,5.377614047,5.264038484,5.503407469,8.048453934,8.617475789,7.573178931
ENSG00000158079,2.063705113,1.713241822,1.851835332,1.518606561,1.560309923,1.917820016,2.030186533,2.187281296,1.945626167,1.843120449,1.548197762,1.657490731
ENSG00000227666,26.32821103,31.87385064,31.02890377,17.97923841,19.20217349,21.52492398,33.04625509,26.626295,37.47840697,22.94491063,26.47439712,28.66595108
ENSG00000269929,1.181015119,1.164027263,0.723728206,0.70327738,1.953670613,1.941376123,2.001198305,1.485736095,1.898473167,1.006160824,1.325934409,1.225368059
ENSG00000199133,1.770905638,2.579072243,3.862085777,2.577785544,3.972863481,3.742778418,3.858109584,4.81369956,5.218982749,4.690137476,3.471475783,1.837411875
ENSG00000175787,1.144766294,1.106941421,1.001948412,0.792535914,0.668143768,0.793367734,0.925955623,1.007341458,0.973711986,1.183159001,0.96330622,0.84012145
ENSG00000232063,0.598602146,0.565041884,0.536878966,0.380348561,0.248686798,0.41836484,0.53475802,0.669165366,0.490033995,0.667826449,0.43305135,0.603830313
ENSG00000148110,30.49841262,33.44548929,34.76123585,31.7384192,34.50776558,37.36503975,36.21546549,35.60064789,35.12703484,29.67160724,30.7052033,31.52692542
ENSG00000231806,1.906005656,1.349359962,1.338337597,1.862472201,1.748651538,1.740627764,1.345698016,1.602686756,1.332768576,1.267378545,1.323276465,1.350434587
ENSG00000148120,0.926324634,1.069748891,1.150497965,2.328972808,2.090877232,1.925520978,0.769171895,0.711999066,0.66793675,0.674771424,0.781241321,0.807912073
ENSG00000158169,4.033737836,4.315189149,4.287326784,4.434307492,3.624278196,4.317737608,3.945732048,4.044040983,4.16325962,4.914727867,4.78014723,4.829394379
ENSG00000230221,1.071566194,1.401299395,1.568657345,1.859070165,2.080947228,2.15062197,2.412943587,2.109123444,2.249143091,1.142299183,1.257901112,1.282027574
ENSG00000237857,1.953293783,3.320586129,2.958831839,2.981712053,3.884200336,3.221170884,2.523526093,2.494745615,2.425488778,1.631988993,2.47379738,1.76477914
ENSG00000185920,0.633324785,0.522934062,0.471320017,0.511408662,0.458324435,0.547358691,0.40911945,0.429115885,0.417351899,0.622421818,0.507884586,0.558831916
ENSG00000175611,0.501478808,0.527951259,0.401285169,0.608306843,0.647602714,0.461120086,0.42413989,0.343394396,0.393214534,0.424659054,0.40861312,0.5537455
ENSG00000182150,2.02028121,1.921480732,2.029283302,2.342217674,3.082449279,3.57568471,2.960955778,2.934278501,2.941828686,2.045779543,1.939272924,2.061113794
ENSG00000224546,33.02901747,31.77695823,33.28643482,25.03308442,23.62386317,30.50870192,34.69448491,33.46219003,36.22185608,31.57447353,32.04660031,33.71352831
ENSG00000130948,0.074936182,0.036377965,0.103997623,0.272698617,0.242829042,0.140778955,0,0.129622525,0.09201757,0.091598764,0.029379221,0.012958401
ENSG00000130958,13.53959049,12.75409565,12.74234903,15.94880479,16.26475521,17.72057489,15.79495703,14.34396258,16.21367133,13.74910059,12.88684928,13.71428209
ENSG00000165244,13.32783777,12.66381533,12.54161945,10.26200446,13.02967011,13.01931187,13.72736412,13.45989901,14.67427363,11.75968011,12.81465864,11.94746078
ENSG00000238251,15.58672589,14.79370557,18.89785375,19.70702003,22.41498851,21.82073799,26.1936117,23.48019458,26.28021809,11.78570763,15.86477941,16.01658347
ENSG00000130956,10.81064541,10.55389088,9.797783371,7.768629584,9.118191849,7.983548146,9.286984691,9.058054208,10.03779202,9.108355852,9.062041037,8.598371816
ENSG00000081377,4.057621201,3.898081362,3.902544221,4.174942715,4.726632358,5.196772253,3.823305306,3.633531936,3.629256747,3.409829757,3.361857221,3.419163973
ENSG00000158122,4.795915657,5.092915033,5.388067317,6.12056895,7.484115608,6.288126646,7.364685837,7.098376385,7.631323835,4.508694713,4.759433822,5.122887809
ENSG00000233820,0.310622561,0.41886814,0.390031023,0.6028692,0.516187459,0.51060754,0.902299822,0.716408366,0.686569807,0.527349515,0.629204986,0.483431955
ENSG00000081386,1.436344745,1.498977754,1.418685453,1.016355405,1.258308278,1.820925018,1.536901617,1.331008512,1.674287744,1.208651955,1.285401707,1.250904791
ENSG00000196597,0.647095591,0.636904468,0.615011829,0.890142443,1.338623049,1.527416609,0.807427134,1.153946361,1.015775166,0.679537629,0.640783774,0.692162083
ENSG00000196312,2.065202371,2.069674375,1.605213662,2.362806475,1.754958735,1.95643076,1.67586329,1.85575567,1.901967437,1.984151544,2.139201109,2.029129641
ENSG00000269907,10.6447528,9.292475447,10.45954966,11.21336711,12.9178258,11.73115296,16.95229969,15.69027361,18.34551512,9.796811636,13.4535466,13.24050133
ENSG00000136943,16.90191031,17.890659,17.9262309,20.63276924,20.64149968,21.14890908,16.90304838,16.1711928,17.17093845,16.28666118,16.33812458,17.07533226
ENSG00000159712,0.093061686,0.108759534,0.051250986,0.075257497,0.193310471,0.15783305,0.087605844,0.076655008,0.076183137,0.073729833,0.081078763,0.098344696
ENSG00000242375,1.755214069,1.735704738,1.482169858,1.892551412,3.321894992,3.434828295,3.776714867,2.8112227,2.71409124,2.31766774,1.592924014,1.967271153
ENSG00000188801,2.310382873,2.289370222,2.174475269,2.818299233,3.186881363,4.480613422,2.984861529,3.239486714,3.331113568,2.168326146,2.569827945,2.581199917
ENSG00000203279,1.032222666,0.83515863,0.60636402,1.437611169,1.381794122,1.032437223,0.925435715,0.566828597,1.03278877,0.739911934,0.824367822,0.991655292
ENSG00000254876,0.124886888,0.114517033,0.099040003,0.282783283,0.300925713,0.479013612,0.231771512,0.154304191,0.235143305,0.110251813,0.114246352,0.143974451
ENSG00000197816,0.235848926,0.224953304,0.140657964,0.193053199,0.172066769,0.249906736,0.190304596,0.18953074,0.160109427,0.191413107,0.12216052,0.179053329
ENSG00000196116,2.829004211,3.029927233,2.844734372,4.781275718,5.242337104,5.512261654,4.70499097,4.928738134,4.673471507,3.393093563,3.13189483,3.548810143
ENSG00000136842,1.994418,1.573317534,1.894683152,2.288236547,2.402860976,2.780839952,2.343513706,2.392333622,2.438832891,2.065435199,1.824490832,1.853764246
ENSG00000136925,3.62757286,3.64376617,4.009746856,4.962883773,5.189082334,6.171203211,4.583924514,4.431120945,4.720212073,3.989090428,4.282802632,4.07656556
ENSG00000136937,12.08556915,14.406793,16.26381859,15.39446278,18.7591529,19.60955938,20.84570637,20.59373365,19.97591987,12.10140526,14.07749756,15.66950013
ENSG00000136936,5.799643505,5.562897959,5.182584679,5.485353253,7.961621305,7.125504139,7.955465462,7.830408761,8.339552903,5.941943021,5.239598965,5.319773496
ENSG00000214417,1.385424783,2.145228308,1.752227501,1.245929679,1.84579032,2.131546159,0.838416062,0.531237034,0.615961336,0.608291533,0.866254306,0.702204693
ENSG00000136932,2.142352388,2.258005001,2.611916247,3.524713158,3.017922845,3.093724409,3.397685212,2.77882913,3.185053137,2.056848536,2.654929934,2.526563691
ENSG00000136938,107.1819099,114.521031,122.5786171,121.1649776,169.6434181,137.9149781,137.0845423,127.1398586,141.7376977,107.583953,123.7785652,128.1862945
ENSG00000095380,8.6706735,8.980641849,9.184776416,8.520518693,8.504822878,6.894965362,8.160662105,8.083142393,8.594568198,9.214838133,8.98937314,8.963822416
ENSG00000106785,8.16428147,8.15564203,8.937882917,6.154212568,6.843789286,6.578216614,8.122274801,7.046035627,7.789093583,7.862561096,7.603680131,8.233982908
ENSG00000106789,3.675875988,3.38402669,3.050818693,4.007809481,3.889472958,3.98064376,3.405286157,3.489543714,3.712945179,3.651026004,3.618726593,3.229531786
ENSG00000095383,3.571732275,3.379648696,3.754972588,1.95124547,1.73536342,1.096677145,1.653836478,2.10501867,1.550461196,3.188997812,3.619473867,3.29011725
ENSG00000229897,4.500087655,5.269818381,5.071365798,3.562535286,4.33930746,4.838857263,5.446626648,4.828499558,3.868104624,4.728683512,5.223223556,5.283441832
ENSG00000165138,6.800446614,6.272402906,6.297165077,4.682850192,4.1745752,4.199926804,5.307895198,5.885503735,5.51404734,6.745320213,5.975875067,6.079591846
ENSG00000119514,14.86130968,14.34593714,12.56868721,10.82688185,10.37624531,11.056482,17.84193525,17.62042761,17.56555463,15.01592636,12.73739045,12.1702511
ENSG00000106799,6.249195827,6.261899981,6.132325722,7.307366647,7.390199441,9.610693735,6.844329997,7.226112166,7.701316705,6.182175995,5.745586614,6.123408642
ENSG00000119523,9.512972299,11.17713367,11.68522475,15.01387073,16.27674169,17.22808442,15.60635536,14.09174568,15.9476701,9.627009597,10.68212706,10.12056326
ENSG00000106803,64.55352852,65.47014624,68.15002928,57.41746523,58.92969545,44.4499494,47.51202514,49.17365099,53.00447123,62.32728845,71.77378284,68.15099607
ENSG00000255815,6.594144233,7.82834395,9.041493904,5.083393092,4.19887527,3.015015948,2.063659949,2.41122587,2.043231746,3.80839163,4.892697969,4.369365438
ENSG00000119508,0.053682505,0.067125046,0.067728575,0.071038119,0.085153763,0.068761846,0.088600869,0.066327504,0.059926552,0.064624954,0.038266505,0.059074218
ENSG00000255145,0.339857626,0.916582047,0.505349793,1.305477789,2.32967546,1.26364639,0.891242226,1.329720149,0.834653491,0.923171856,0.499662783,0.636676725
ENSG00000136874,3.963163396,4.296456569,4.206066116,3.244416673,3.536282003,4.676299286,4.536843541,4.615273661,4.546907832,4.076773709,3.50175497,4.293179784
ENSG00000023318,6.500471424,7.200928394,6.859227521,8.070051323,10.64150117,9.719606418,8.25193525,7.537531915,8.208285754,6.311193834,6.999808247,6.597497232
ENSG00000119509,3.37712074,3.447441171,3.259631675,3.647353828,3.206003009,4.081213704,3.848424643,3.617479337,3.898348475,3.067871222,3.189074204,3.240127606
ENSG00000239908,1.214879352,1.161660975,0.87585914,0.133970933,0.275299978,0.389034316,0.802044286,1.228128627,0.271237455,1.125012298,0.649501921,0.572956391
ENSG00000238172,218.0665958,201.5605817,243.6836391,433.1584956,246.6526677,187.3141681,324.5127513,321.1713811,304.2195663,216.91554,239.3925056,248.2175474
ENSG00000136891,10.53921013,11.29544383,11.62478245,10.93700201,12.28455776,13.31381715,13.04447014,12.63243316,13.7501175,9.336525434,10.41306206,10.80298459
ENSG00000066697,8.063100654,8.499830564,8.844180242,13.0410012,16.62381433,14.95395532,11.52731837,10.72023388,11.06507454,7.974761441,9.400500112,8.996535123
ENSG00000170681,0.48312202,0.4480912,0.549002911,0.528864988,0.969287534,0.525754215,0.513431027,0.480449555,0.593247657,0.420104975,0.265637592,0.478851316
ENSG00000237999,2.540202281,2.16694451,2.353871439,0.837318333,0.481774962,0.129678105,0.467859167,0.579949629,0.237332773,1.856270291,2.922758643,1.69499599
ENSG00000136881,0.081830576,0.147129134,0.198289444,0.198525237,0.271969409,0.256218528,0.099042648,0.258381738,0.078153843,0.12966356,0.062382082,0.133644741
ENSG00000136897,13.72377462,15.39109609,15.85950372,16.81556353,19.35201038,17.88378607,20.01307505,19.71013755,21.26946924,11.7186305,13.65065126,14.24876513
ENSG00000136870,3.377232545,4.072369608,4.491455652,6.839070523,7.537085005,8.20390209,5.067263494,5.264785701,5.438016143,3.373814054,3.702278612,3.973846998
ENSG00000165152,6.004476928,6.380517269,6.605044426,6.894233733,5.855835235,6.270453426,6.376597785,6.324818313,6.020857703,5.947229612,6.134748611,5.770621669
ENSG00000155827,10.76839009,12.14125296,12.76532015,13.07827678,15.91037232,16.67837393,15.3076736,14.83102794,15.6191134,10.85524126,12.55726795,12.97471353
